Bowler,Team,BowlType,Start Date,Ground,Host Country,year,Inn,Runs,Balls,Wickets,Matches,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,AveforWicket,AveWicket,Home,HomeorAway,Period
S Ramadhin,WI,Spin,1960-12-30,Melbourne,Australia,1960,1,21,40,1,1,443,1051,13,422,1011,12,34.07692307692308,>30,AUS,Away,Upto 2014
S Ramesh,IND,Spin,1999-02-16,Eden Gardens,India,1999,1,5,6,0,1,375,758,8,370,752,8,46.875,>30,IND,Home,Upto 2014
S Ramesh,IND,Spin,2000-11-25,Nagpur,India,2000,1,14,18,0,1,810,1427,12,796,1409,12,67.5,>30,IND,Home,Upto 2014
S Ramesh,IND,Spin,2001-08-29,Colombo (SSC),Sri Lanka,2001,1,24,30,0,1,579,1257,16,555,1227,16,36.1875,>30,SL,Away,Upto 2014
S Randiv,SL,Spin,2010-07-26,Colombo (SSC),Sri Lanka,2010,1,222,438,2,1,926,1870,14,704,1432,12,66.14285714285714,>30,SL,Home,Upto 2014
S Randiv,SL,Spin,2010-08-03,Colombo (PSS),Sri Lanka,2010,2,162,325,9,1,813,1539,26,651,1214,17,31.26923076923077,>30,SL,Home,Upto 2014
S Randiv,SL,Spin,2010-11-15,Galle,Sri Lanka,2010,1,183,290,3,1,572,1048,14,389,758,11,40.857142857142854,>30,SL,Home,Upto 2014
S Randiv,SL,Spin,2011-08-31,Galle,Sri Lanka,2011,2,137,210,2,1,441,845,19,304,635,17,23.210526315789473,<=30,SL,Home,Upto 2014
S Randiv,SL,Spin,2011-09-08,Pallekele,Sri Lanka,2011,1,103,258,3,1,335,684,6,232,426,3,55.833333333333336,>30,SL,Home,Upto 2014
S Randiv,SL,Spin,2011-11-03,Sharjah,UAE,2011,2,95,264,2,1,589,1524,15,494,1260,13,39.266666666666666,>30,UAE,Away,Upto 2014
S Randiv,SL,Spin,2012-03-26,Galle,Sri Lanka,2012,2,100,202,6,1,607,1324,28,507,1122,22,21.678571428571427,<=30,SL,Home,Upto 2014
S Randiv,SL,Spin,2012-04-03,Colombo (PSS),Sri Lanka,2012,2,123,225,1,1,698,1454,22,575,1229,21,31.727272727272727,>30,SL,Home,Upto 2014
S Randiv,SL,Spin,2012-06-22,Galle,Sri Lanka,2012,2,99,237,7,1,621,1409,23,522,1172,16,27.0,<=30,SL,Home,Upto 2014
S Randiv,SL,Spin,2012-06-30,Colombo (SSC),Sri Lanka,2012,2,159,210,3,1,609,1048,13,450,838,10,46.84615384615385,>30,SL,Home,Upto 2014
S Randiv,SL,Spin,2012-11-17,Galle,Sri Lanka,2012,2,99,187,2,1,290,649,16,191,462,14,18.125,<=30,SL,Home,Upto 2014
S Randiv,SL,Spin,2012-11-25,Colombo (PSS),Sri Lanka,2012,2,131,300,3,1,489,1212,15,358,912,12,32.6,>30,SL,Home,Upto 2014
S Shillingford,WI,Spin,2010-06-10,Port of Spain,West Indies,2010,2,162,336,4,1,480,983,16,318,647,12,30.0,<=30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2010-06-18,Basseterre,West Indies,2010,2,273,492,5,1,665,1266,8,392,774,3,83.125,>30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2010-06-26,Bridgetown,West Indies,2010,1,85,150,0,1,347,891,14,262,741,14,24.785714285714285,<=30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2010-11-15,Galle,Sri Lanka,2010,2,202,380,5,1,572,1048,14,370,668,9,40.857142857142854,>30,SL,Away,Upto 2014
S Shillingford,WI,Spin,2010-11-23,Colombo (RPS),Sri Lanka,2010,1,73,90,0,1,280,519,10,207,429,10,28.0,<=30,SL,Away,Upto 2014
S Shillingford,WI,Spin,2012-04-15,Port of Spain,West Indies,2012,2,147,437,4,1,339,951,13,192,514,9,26.076923076923077,<=30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2012-04-23,Roseau,West Indies,2012,2,219,491,10,1,565,1160,26,346,669,16,21.73076923076923,<=30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2012-05-25,Nottingham,England,2012,2,138,204,1,1,256,436,7,118,232,6,36.57142857142857,>30,ENG,Away,Upto 2014
S Shillingford,WI,Spin,2013-03-12,Bridgetown,West Indies,2013,2,107,228,9,1,270,496,14,163,268,5,19.285714285714285,<=30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2013-03-20,Roseau,West Indies,2013,2,93,221,10,1,314,673,21,221,452,11,14.952380952380953,<=30,WI,Home,Upto 2014
S Shillingford,WI,Spin,2013-11-06,Eden Gardens,India,2013,1,167,330,6,1,456,988,15,289,658,9,30.4,>30,IND,Away,Upto 2014
S Shillingford,WI,Spin,2013-11-14,Wankhede,India,2013,1,179,258,5,1,497,770,24,318,512,19,20.708333333333332,<=30,IND,Away,Upto 2014
S Shillingford,WI,Spin,2013-12-03,Dunedin,New Zealand,2013,2,164,366,5,1,483,925,11,319,559,6,43.90909090909091,>30,NZ,Away,Upto 2014
S Shillingford,WI,Spin,2013-12-11,Wellington,New Zealand,2013,1,92,168,1,1,170,312,2,78,144,1,85.0,>30,NZ,Away,Upto 2014
S Shillingford,WI,Spin,2014-06-08,Kingston,West Indies,2014,2,184,357,5,1,767,1332,22,583,975,17,34.86363636363637,>30,WI,Home,After 1965
S Shillingford,WI,Spin,2014-06-26,Bridgetown,West Indies,2014,2,134,186,0,1,522,806,9,388,620,9,58.0,>30,WI,Home,After 1965
S Shivnarine,WI,Spin,1978-03-31,Georgetown,West Indies,1978,2,106,156,0,1,414,708,7,308,552,7,59.142857142857146,>30,WI,Home,Upto 2014
S Shivnarine,WI,Spin,1978-04-15,Port of Spain,West Indies,1978,1,12,36,0,1,493,1205,23,481,1169,23,21.434782608695652,<=30,WI,Home,Upto 2014
S Shivnarine,WI,Spin,1978-04-28,Kingston,West Indies,1978,2,21,72,1,1,606,1484,19,585,1412,18,31.894736842105264,>30,WI,Home,Upto 2014
S Shivnarine,WI,Spin,1978-12-15,Bengaluru,India,1978,1,2,18,0,1,411,996,8,409,978,8,51.375,>30,IND,Away,Upto 2014
S Shivnarine,WI,Spin,1978-12-29,Eden Gardens,India,1978,2,2,12,0,1,375,1048,13,373,1036,13,28.846153846153847,<=30,IND,Away,Upto 2014
S Shivnarine,WI,Spin,1979-01-12,Chennai,India,1979,1,16,30,0,1,234,496,9,218,466,9,26.0,<=30,IND,Away,Upto 2014
S Shivnarine,WI,Spin,1979-01-24,Delhi,India,1979,1,8,12,0,1,226,544,8,218,532,8,28.25,<=30,IND,Away,Upto 2014
S Sreesanth,IND,Pace,2006-03-01,Nagpur,India,2006,2,131,233,4,1,629,1284,22,498,1051,18,28.59090909090909,<=30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2006-03-18,Wankhede,India,2006,2,100,210,5,1,416,973,19,316,763,14,21.894736842105264,<=30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2006-06-02,St John's,West Indies,2006,2,145,210,2,1,716,1427,15,571,1217,13,47.733333333333334,>30,WI,Away,Upto 2014
S Sreesanth,IND,Pace,2006-06-22,Basseterre,West Indies,2006,2,118,222,3,1,636,1116,17,518,894,14,37.411764705882355,>30,WI,Away,Upto 2014
S Sreesanth,IND,Pace,2006-06-30,Kingston,West Indies,2006,2,72,144,5,1,405,1019,25,333,875,20,16.2,<=30,WI,Away,Upto 2014
S Sreesanth,IND,Pace,2006-12-15,Johannesburg,South Africa,2006,2,99,210,8,1,728,1389,33,629,1179,25,22.060606060606062,<=30,SA,Away,Upto 2014
S Sreesanth,IND,Pace,2006-12-26,Durban,South Africa,2006,2,188,258,8,1,879,1470,33,691,1212,25,26.636363636363637,<=30,SA,Away,Upto 2014
S Sreesanth,IND,Pace,2007-01-02,Cape Town,South Africa,2007,2,108,222,2,1,634,1285,20,526,1063,18,31.7,>30,SA,Away,Upto 2014
S Sreesanth,IND,Pace,2007-07-19,Lord's,England,2007,2,129,228,3,1,762,1573,34,633,1345,31,22.41176470588235,<=30,ENG,Away,Upto 2014
S Sreesanth,IND,Pace,2007-07-27,Nottingham,England,2007,2,76,198,1,1,762,1633,23,686,1435,22,33.130434782608695,>30,ENG,Away,Upto 2014
S Sreesanth,IND,Pace,2007-08-09,The Oval,England,2007,2,133,252,5,1,888,1674,23,755,1422,18,38.608695652173914,>30,ENG,Away,Upto 2014
S Sreesanth,IND,Pace,2008-03-26,Chennai,India,2008,2,146,228,1,1,691,1044,8,545,816,7,86.375,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2008-04-03,Ahmedabad,India,2008,1,87,138,2,1,574,946,21,487,808,19,27.333333333333332,<=30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2008-04-11,Kanpur,India,2008,2,41,120,1,1,346,693,14,305,573,13,24.714285714285715,<=30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2009-11-24,Kanpur,India,2009,2,122,198,6,1,388,624,8,266,426,2,48.5,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2009-12-02,Brabourne,India,2009,2,118,174,2,1,532,750,10,414,576,8,53.2,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2010-01-17,Chattogram,Bangladesh,2010,2,108,140,2,1,609,842,14,501,702,12,43.5,>30,BAN,Away,Upto 2014
S Sreesanth,IND,Pace,2010-10-09,Bengaluru,India,2010,2,127,210,2,1,635,1166,15,508,956,13,42.333333333333336,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2010-11-04,Ahmedabad,India,2010,2,92,162,2,1,415,862,12,323,700,10,34.583333333333336,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2010-11-12,Hyderabad,India,2010,2,209,288,4,1,606,1065,12,397,777,8,50.5,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2010-11-20,Nagpur,India,2010,2,53,114,2,1,407,788,13,354,674,11,31.307692307692307,>30,IND,Home,Upto 2014
S Sreesanth,IND,Pace,2010-12-16,Centurion,South Africa,2010,1,97,144,0,1,795,1278,19,698,1134,19,41.8421052631579,>30,SA,Away,Upto 2014
S Sreesanth,IND,Pace,2010-12-26,Durban,South Africa,2010,2,86,132,4,1,613,1119,31,527,987,27,19.774193548387096,<=30,SA,Away,Upto 2014
S Sreesanth,IND,Pace,2011-01-02,Cape Town,South Africa,2011,2,193,318,5,1,846,1680,22,653,1362,17,38.45454545454545,>30,SA,Away,Upto 2014
S Sreesanth,IND,Pace,2011-07-29,Nottingham,England,2011,2,212,276,5,1,899,1645,37,687,1369,32,24.2972972972973,<=30,ENG,Away,Upto 2014
S Sreesanth,IND,Pace,2011-08-10,Birmingham,England,2011,1,158,216,0,1,731,1272,20,573,1056,20,36.55,>30,ENG,Away,Upto 2014
S Sreesanth,IND,Pace,2011-08-18,The Oval,England,2011,1,123,174,3,1,633,1206,15,510,1032,12,42.2,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1965-02-27,Chennai,India,1965,1,90,288,2,1,616,1705,17,526,1417,15,36.23529411764706,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1965-03-05,Eden Gardens,India,1965,2,101,348,6,1,632,1531,17,531,1183,11,37.1764705882353,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1965-03-12,Brabourne,India,1965,2,56,234,1,1,545,1316,11,489,1082,10,49.54545454545455,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1965-03-19,Delhi,India,1965,2,152,675,12,1,716,1840,21,564,1165,9,34.095238095238095,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1966-12-13,Brabourne,India,1966,2,185,426,2,1,1023,2319,28,838,1893,26,36.535714285714285,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1966-12-31,Eden Gardens,India,1966,1,43,84,0,1,445,1335,20,402,1251,20,22.25,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1967-07-13,Birmingham,England,1967,2,30,90,1,1,686,1638,33,656,1548,32,20.78787878787879,<=30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1969-10-03,Nagpur,India,1969,2,133,367,9,1,677,1910,37,544,1543,28,18.2972972972973,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1969-10-15,Hyderabad (Deccan),India,1969,2,73,198,2,1,301,978,13,228,780,11,23.153846153846153,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1969-11-04,Brabourne,India,1969,2,69,192,2,1,483,1714,20,414,1522,18,24.15,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1969-11-15,Kanpur,India,1969,2,87,246,3,1,657,2057,13,570,1811,10,50.53846153846154,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1969-11-28,Delhi,India,1969,2,37,132,1,1,604,1737,30,567,1605,29,20.133333333333333,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1969-12-12,Eden Gardens,India,1969,1,30,96,0,1,380,1033,12,350,937,12,31.666666666666668,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1969-12-24,Chennai,India,1969,2,97,281,6,1,490,1347,28,393,1066,22,17.5,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1971-02-18,Kingston,West Indies,1971,2,140,330,4,1,757,1901,17,617,1571,13,44.529411764705884,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-03-06,Port of Spain,West Indies,1971,2,130,294,6,1,708,1890,29,578,1596,23,24.413793103448278,<=30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-03-19,Georgetown,West Indies,1971,2,175,474,3,1,785,2232,14,610,1758,11,56.07142857142857,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-04-01,Bridgetown,West Indies,1971,2,188,384,3,1,692,1614,11,504,1230,8,62.90909090909091,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-04-13,Port of Spain,West Indies,1971,2,111,255,6,1,963,2470,24,852,2215,18,40.125,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-07-22,Lord's,England,1971,2,96,353,6,1,610,1919,28,514,1566,22,21.785714285714285,<=30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-08-05,Manchester,England,1971,2,147,306,3,1,461,1050,7,314,744,4,65.85714285714286,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1971-08-19,The Oval,England,1971,2,107,244,4,1,621,1646,28,514,1402,24,22.178571428571427,<=30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1972-12-20,Delhi,India,1972,2,64,144,0,1,561,1750,23,497,1606,23,24.391304347826086,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1973-02-06,Brabourne,India,1973,2,94,180,1,1,967,2173,20,873,1993,19,48.35,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1974-06-06,Manchester,England,1974,2,25,84,0,1,468,1159,11,443,1075,11,42.54545454545455,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1974-07-04,Birmingham,England,1974,1,71,138,0,1,474,954,5,403,816,5,94.8,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1974-11-22,Bengaluru,India,1974,2,154,306,6,1,592,1136,16,438,830,10,37.0,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1974-12-11,Delhi,India,1974,1,107,204,1,1,662,1469,18,555,1265,17,36.77777777777778,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1976-01-24,Auckland,New Zealand,1976,2,91,344,1,1,633,1676,24,542,1332,23,26.375,<=30,NZ,Away,Upto 2014
S Venkataraghavan,IND,Spin,1976-03-24,Port of Spain,West Indies,1976,2,124,414,2,1,529,1608,16,405,1194,14,33.0625,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1976-04-07,Port of Spain,West Indies,1976,2,134,345,3,1,858,2099,21,724,1754,18,40.857142857142854,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1976-04-21,Kingston,West Indies,1976,1,112,309,2,1,368,831,11,256,522,9,33.45454545454545,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1976-11-10,Wankhede,India,1976,2,108,336,5,1,560,1714,23,452,1378,18,24.347826086956523,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1976-11-18,Kanpur,India,1976,2,166,492,5,1,806,2159,22,640,1667,17,36.63636363636363,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1976-11-26,Chennai,India,1976,2,34,96,1,1,433,1077,20,399,981,19,21.65,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1976-12-17,Delhi,India,1976,1,94,204,2,1,485,1319,16,391,1115,14,30.3125,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1977-12-16,W.A.C.A,Australia,1977,2,141,408,2,1,719,1592,15,578,1184,13,47.93333333333333,>30,AUS,Away,Upto 2014
S Venkataraghavan,IND,Spin,1978-12-01,Wankhede,India,1978,1,77,204,1,1,556,1295,9,479,1091,8,61.77777777777778,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1978-12-15,Bengaluru,India,1978,2,113,342,1,1,411,996,8,298,654,7,51.375,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1978-12-29,Eden Gardens,India,1978,2,102,378,7,1,375,1048,13,273,670,6,28.846153846153847,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1979-01-12,Chennai,India,1979,2,103,226,7,1,234,496,9,131,270,2,26.0,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1979-01-24,Delhi,India,1979,2,40,148,3,1,226,544,8,186,396,5,28.25,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1979-02-02,Kanpur,India,1979,1,60,277,1,1,445,1037,7,385,760,6,63.57142857142857,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1979-07-12,Birmingham,England,1979,1,107,186,0,1,393,774,2,286,588,2,196.5,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1979-08-02,Lord's,England,1979,1,79,132,1,1,266,749,5,187,617,4,53.2,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1979-08-16,Leeds,England,1979,1,25,42,1,1,162,455,6,137,413,5,27.0,<=30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1979-08-30,The Oval,England,1979,2,134,330,4,1,489,1222,10,355,892,6,48.9,>30,ENG,Away,Upto 2014
S Venkataraghavan,IND,Spin,1979-09-11,Chennai,India,1979,2,178,546,4,1,518,1389,19,340,843,15,27.263157894736842,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1979-09-19,Bengaluru,India,1979,2,61,168,1,1,418,1101,14,357,933,13,29.857142857142858,<=30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1979-10-02,Kanpur,India,1979,2,69,162,1,1,449,1116,12,380,954,11,37.416666666666664,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1983-02-23,Kingston,West Indies,1983,2,105,192,1,1,239,624,5,134,432,4,47.8,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1983-03-11,Port of Spain,West Indies,1983,1,97,246,2,1,280,699,7,183,453,5,40.0,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1983-03-31,Georgetown,West Indies,1983,1,124,228,2,1,357,630,4,233,402,2,89.25,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1983-04-15,Bridgetown,West Indies,1983,1,146,258,3,1,302,625,5,156,367,2,60.4,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1983-04-28,St John's,West Indies,1983,1,114,216,2,1,460,934,5,346,718,3,92.0,>30,WI,Away,Upto 2014
S Venkataraghavan,IND,Spin,1983-09-14,Bengaluru,India,1983,1,49,127,1,1,224,589,2,175,462,1,112.0,>30,IND,Home,Upto 2014
S Venkataraghavan,IND,Spin,1983-09-24,Jalandhar,India,1983,1,55,168,0,1,262,937,8,207,769,8,32.75,>30,IND,Home,Upto 2014
S Wazir Ali,IND,Pace,1932-06-25,Lord's,England,1932,1,9,6,0,1,543,1480,28,534,1474,28,19.392857142857142,<=30,ENG,Away,Upto 2014
S Wazir Ali,IND,Pace,1934-02-10,Chennai,India,1934,2,16,24,0,1,459,1077,17,443,1053,17,27.0,<=30,IND,Home,Upto 2014
S Wettimuny,SL,Pace,1982-03-05,Karachi,Pakistan,1982,1,21,12,0,1,440,708,10,419,696,10,44.0,>30,PAK,Away,Upto 2014
S Wettimuny,SL,Pace,1986-12-17,Kanpur,India,1986,1,16,12,0,1,810,1291,13,794,1279,13,62.30769230769231,>30,IND,Away,Upto 2014
S Young,AUS,Pace,1997-08-21,The Oval,England,1997,2,13,48,0,1,435,825,24,422,777,24,18.125,<=30,ENG,Away,Upto 2014
S van Zyl,SA,Pace,2014-12-17,Centurion,South Africa,2014,1,22,60,0,1,587,1007,20,565,947,20,29.35,<=30,SA,Home,After 1965
S van Zyl,SA,Pace,2015-01-02,Cape Town,South Africa,2015,2,19,60,1,1,670,1234,16,651,1174,15,41.875,>30,SA,Home,After 1965
S van Zyl,SA,Pace,2015-07-21,Chattogram,Bangladesh,2015,1,23,78,1,1,297,719,10,274,641,9,29.7,<=30,BAN,Away,After 1965
S van Zyl,SA,Pace,2015-07-30,Mirpur,Bangladesh,2015,1,5,12,0,1,105,259,4,100,247,4,26.25,<=30,BAN,Away,After 1965
S van Zyl,SA,Pace,2015-11-05,Mohali,India,2015,1,5,24,1,1,185,504,6,180,480,5,30.833333333333332,>30,IND,Away,After 1965
S van Zyl,SA,Pace,2015-12-26,Durban,South Africa,2015,2,22,73,3,1,593,1392,27,571,1319,24,21.962962962962962,<=30,SA,Home,After 1965
S van Zyl,SA,Pace,2016-01-02,Cape Town,South Africa,2016,1,43,60,0,1,994,1661,14,951,1601,14,71.0,>30,SA,Home,After 1965
S van Zyl,SA,Pace,2016-01-14,Johannesburg,South Africa,2016,1,4,18,0,1,692,1271,29,688,1253,29,23.862068965517242,<=30,SA,Home,After 1965
S van Zyl,SA,Pace,2016-08-27,Centurion,South Africa,2016,1,5,18,0,1,829,1709,31,824,1691,31,26.741935483870968,<=30,SA,Home,After 1965
S von Berg,SA,Spin,2024-02-13,Hamilton,New Zealand,2024,2,100,174,0,1,415,855,14,315,681,14,29.642857142857142,<=30,NZ,Away,After 1965
SA Ankola,IND,Pace,1989-11-15,Karachi,Pakistan,1989,2,128,180,2,1,875,1711,26,747,1531,24,33.65384615384615,>30,PAK,Away,Upto 2014
SA Banerjee,IND,Pace,1948-12-31,Eden Gardens,India,1948,2,181,306,5,1,577,1272,12,396,966,7,48.083333333333336,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1960-01-01,Brabourne,India,1960,1,9,6,0,1,351,876,9,342,870,9,39.0,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1961-11-11,Brabourne,India,1961,2,119,246,3,1,727,1890,18,608,1644,15,40.388888888888886,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1961-12-01,Kanpur,India,1961,2,175,414,2,1,792,2016,16,617,1602,14,49.5,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1961-12-13,Delhi,India,1961,1,38,78,0,1,505,1242,8,467,1164,8,63.125,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1961-12-30,Eden Gardens,India,1961,2,113,340,8,1,632,1788,29,519,1448,21,21.79310344827586,<=30,IND,Home,Upto 2014
SA Durani,IND,Spin,1962-01-10,Chennai,India,1962,2,177,420,10,1,866,2320,33,689,1900,23,26.242424242424242,<=30,IND,Home,Upto 2014
SA Durani,IND,Spin,1962-02-16,Port of Spain,West Indies,1962,1,82,212,4,1,339,916,17,257,704,13,19.941176470588236,<=30,WI,Away,Upto 2014
SA Durani,IND,Spin,1962-03-07,Kingston,West Indies,1962,1,173,420,2,1,783,1924,16,610,1504,14,48.9375,>30,WI,Away,Upto 2014
SA Durani,IND,Spin,1962-03-23,Bridgetown,West Indies,1962,1,123,270,2,1,596,2431,22,473,2161,20,27.09090909090909,<=30,WI,Away,Upto 2014
SA Durani,IND,Spin,1962-04-04,Port of Spain,West Indies,1962,2,118,294,4,1,911,2452,24,793,2158,20,37.958333333333336,>30,WI,Away,Upto 2014
SA Durani,IND,Spin,1962-04-13,Kingston,West Indies,1962,2,104,180,5,1,527,1208,20,423,1028,15,26.35,<=30,WI,Away,Upto 2014
SA Durani,IND,Spin,1964-01-10,Chennai,India,1964,2,161,384,3,1,876,2493,27,715,2109,24,32.44444444444444,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-01-21,Brabourne,India,1964,2,94,402,4,1,560,2208,16,466,1806,12,35.0,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-01-29,Eden Gardens,India,1964,2,74,180,3,1,555,1794,16,481,1614,13,34.6875,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-02-08,Delhi,India,1964,1,93,198,1,1,1001,2631,20,908,2433,19,50.05,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-02-15,Kanpur,India,1964,1,49,150,0,1,987,2874,18,938,2724,18,54.833333333333336,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-10-02,Chennai,India,1964,2,170,366,3,1,735,1918,23,565,1552,20,31.956521739130434,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-10-10,Brabourne,India,1964,2,126,210,1,1,796,2173,26,670,1963,25,30.615384615384617,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1964-10-17,Eden Gardens,India,1964,2,132,276,6,1,407,1253,16,275,977,10,25.4375,<=30,IND,Home,Upto 2014
SA Durani,IND,Spin,1965-02-27,Chennai,India,1965,2,57,276,3,1,616,1705,17,559,1429,14,36.23529411764706,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1965-03-05,Eden Gardens,India,1965,2,83,198,2,1,632,1531,17,549,1333,15,37.1764705882353,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1965-03-12,Brabourne,India,1965,2,42,164,4,1,545,1316,11,503,1152,7,49.54545454545455,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1966-12-13,Brabourne,India,1966,2,125,258,1,1,1023,2319,28,898,2061,27,36.535714285714285,>30,IND,Home,Upto 2014
SA Durani,IND,Spin,1971-02-18,Kingston,West Indies,1971,1,42,84,0,1,757,1901,17,715,1817,17,44.529411764705884,>30,WI,Away,Upto 2014
SA Durani,IND,Spin,1971-03-06,Port of Spain,West Indies,1971,1,21,102,2,1,708,1890,29,687,1788,27,24.413793103448278,<=30,WI,Away,Upto 2014
SA Durani,IND,Spin,1971-03-19,Georgetown,West Indies,1971,2,98,180,1,1,785,2232,14,687,2052,13,56.07142857142857,>30,WI,Away,Upto 2014
SA Durani,IND,Spin,1972-12-30,Eden Gardens,India,1972,1,14,24,0,1,461,1469,28,447,1445,28,16.464285714285715,<=30,IND,Home,Upto 2014
SA Durani,IND,Spin,1973-01-12,Chennai,India,1973,1,24,90,1,1,632,1828,31,608,1738,30,20.387096774193548,<=30,IND,Home,Upto 2014
SA Durani,IND,Spin,1973-02-06,Brabourne,India,1973,1,21,24,0,1,967,2173,20,946,2149,20,48.35,>30,IND,Home,Upto 2014
SA Muller,AUS,Pace,1999-11-05,Brisbane,Australia,1999,2,127,174,3,1,895,1510,23,768,1336,20,38.91304347826087,>30,AUS,Home,Upto 2014
SA Muller,AUS,Pace,1999-11-18,Hobart,Australia,1999,2,131,174,4,1,857,1577,19,726,1403,15,45.10526315789474,>30,AUS,Home,Upto 2014
