Bowler,Team,BowlType,Start Date,Ground,Host Country,year,isWorldCup,isICC,Matches,Inn,Runs,Balls,Wickets,Matches_grouped,Inn_grouped,Runs_grouped,Balls_grouped,Wickets_grouped,run_diff,ball_diff,wickets_diff,inn_diff,matches_diff,AveforWicket,RunRate,AveWicket,AveRR,Home,HomeorAway,Period
AA Donald,SA,Pace,29 Feb 1996,Karachi,Pakistan,1996,WorldCup,ICC,1,1,50,48,0,10,7,296,344,7,246,296,7,6,9,35.142857142857146,4.986486486486486,>30,<6 rpo,PAK,Away,Upto 2014
AA Donald,SA,Pace,29 May 1999,Chelmsford,England,1999,WorldCup,ICC,1,1,41,60,3,13,10,316,452,12,275,392,9,9,12,30.555555555555557,4.209183673469388,>30,<6 rpo,ENG,Away,Upto 2014
AA Donald,SA,Pace,5 Jun 1999,Nottingham,England,1999,WorldCup,ICC,1,1,49,60,1,13,10,367,534,10,318,474,9,9,12,35.333333333333336,4.025316455696203,>30,<6 rpo,ENG,Away,Upto 2014
AA Donald,SA,Pace,5 Mar 1992,Christchurch,New Zealand,1992,WorldCup,ICC,1,1,13,40,1,12,8,223,418,14,210,378,13,7,11,16.153846153846153,3.3333333333333335,<=30,<6 rpo,NZ,Away,Upto 2014
AA Donald,SA,Pace,5 Mar 1996,Rawalpindi,Pakistan,1996,WorldCup,ICC,1,1,21,36,2,12,9,287,360,6,266,324,4,8,11,66.5,4.925925925925926,>30,<6 rpo,PAK,Away,Upto 2014
AA Donald,SA,Pace,8 Mar 1992,Brisbane,Australia,1992,WorldCup,ICC,1,1,31,42,0,12,9,269,384,8,238,342,8,8,11,29.75,4.175438596491228,<=30,<6 rpo,AUS,Away,Upto 2014
AA Donald,SA,Pace,9 Feb 2003,Cape Town,South Africa,2003,WorldCup,ICC,1,1,54,54,0,11,8,382,444,10,328,390,10,7,10,32.8,5.046153846153846,>30,<6 rpo,SA,Home,Upto 2014
AA Mallett,AUS,Spin,11 Jun 1975,The Oval,England,1975,WorldCup,ICC,1,1,72,72,1,12,5,251,282,6,179,210,5,4,11,35.8,5.114285714285714,>30,<6 rpo,ENG,Away,Upto 2014
AA Mallett,AUS,Spin,14 Jun 1975,The Oval,England,1975,WorldCup,ICC,1,1,35,66,1,10,3,62,120,3,27,54,2,2,9,13.5,3.0,<=30,<6 rpo,ENG,Away,Upto 2014
AA Mallett,AUS,Spin,7 Jun 1975,Leeds,England,1975,WorldCup,ICC,1,1,49,72,1,12,2,62,84,1,13,12,0,1,11,inf,6.5,>30,>=6 rpo,ENG,Away,Upto 2014
AA Mulla,CAN,Spin,14 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,6,166,300,6,166,300,6,6,11,27.666666666666668,3.3200000000000003,<=30,<6 rpo,WI,Away,Upto 2014
AA Mulla,CAN,Spin,18 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,11,5,160,229,5,160,229,5,5,10,32.0,4.192139737991266,>30,<6 rpo,WI,Away,Upto 2014
AA Mulla,CAN,Spin,22 Mar 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,10,6,310,299,11,310,299,11,6,9,28.181818181818183,6.2207357859531776,<=30,>=6 rpo,WI,Away,Upto 2014
AA Obanda,KENYA,Pace,13 Mar 2011,Bengaluru,India,2011,WorldCup,ICC,1,0,0,0,0,11,7,345,354,6,345,354,6,7,10,57.5,5.847457627118644,>30,<6 rpo,IND,Away,Upto 2014
AA Obanda,KENYA,Pace,20 Feb 2011,Chennai,India,2011,WorldCup,ICC,1,0,0,0,0,10,6,79,119,10,79,119,10,6,9,7.9,3.9831932773109244,<=30,<6 rpo,IND,Away,Upto 2014
AA Obanda,KENYA,Pace,20 Mar 2011,Eden Gardens,India,2011,WorldCup,ICC,1,0,0,0,0,9,4,199,216,5,199,216,5,4,8,39.8,5.527777777777778,>30,<6 rpo,IND,Away,Upto 2014
AAP Atkinson,ENG,Pace,11 Nov 2023,Eden Gardens,India,2023,WorldCup,ICC,1,1,45,48,2,9,5,264,261,11,219,213,9,4,8,24.333333333333332,6.169014084507042,<=30,>=6 rpo,IND,Away,After 1965
AAP Atkinson,ENG,Pace,21 Oct 2023,Wankhede,India,2023,WorldCup,ICC,1,1,60,54,2,11,8,419,323,13,359,269,11,7,10,32.63636363636363,8.007434944237918,>30,>=6 rpo,IND,Away,After 1965
AAP Atkinson,ENG,Pace,8 Nov 2023,Pune,India,2023,WorldCup,ICC,1,1,41,42,0,9,6,298,306,9,257,264,9,5,8,28.555555555555557,5.840909090909091,<=30,<6 rpo,IND,Away,After 1965
AB Agarkar,IND,Pace,15 May 1999,Hove,England,1999,WorldCup,ICC,1,1,57,54,1,14,10,398,470,8,341,416,7,9,13,48.714285714285715,4.918269230769231,>30,<6 rpo,ENG,Away,Upto 2014
AB Agarkar,IND,Pace,17 Mar 2007,Port of Spain,West Indies,2007,WorldCup,ICC,1,1,41,60,0,9,5,190,282,7,149,222,7,4,8,21.285714285714285,4.027027027027027,<=30,<6 rpo,WI,Away,Upto 2014
AB Agarkar,IND,Pace,19 Mar 2007,Port of Spain,West Indies,2007,WorldCup,ICC,1,1,38,60,3,12,8,370,378,8,332,318,5,7,11,66.4,6.264150943396226,>30,>=6 rpo,WI,Away,Upto 2014
AB Agarkar,IND,Pace,19 May 1999,Leicester,England,1999,WorldCup,ICC,1,1,70,54,1,13,11,359,402,15,289,348,14,10,12,20.642857142857142,4.982758620689655,<=30,<6 rpo,ENG,Away,Upto 2014
AB Agarkar,IND,Pace,23 Mar 2007,Port of Spain,West Indies,2007,WorldCup,ICC,1,1,33,48,1,10,7,260,326,9,227,278,8,6,9,28.375,4.899280575539569,<=30,<6 rpo,WI,Away,Upto 2014
AB Agarkar,IND,Pace,23 May 1999,Bristol,England,1999,WorldCup,ICC,1,1,35,60,1,10,7,320,390,7,285,330,6,6,9,47.5,5.181818181818182,>30,<6 rpo,ENG,Away,Upto 2014
AB de Villiers,SA,Pace,10 Apr 2007,St George's,West Indies,2007,WorldCup,ICC,1,0,0,0,0,13,10,510,510,9,510,510,9,10,12,56.666666666666664,6.0,>30,>=6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,12 Mar 2011,Nagpur,India,2011,WorldCup,ICC,1,0,0,0,0,9,6,325,320,10,325,320,10,6,8,32.5,6.09375,>30,>=6 rpo,IND,Away,Upto 2014
AB de Villiers,SA,Pace,12 Mar 2015,Wellington,New Zealand,2015,WorldCup,ICC,1,1,15,18,2,9,9,377,419,12,362,401,10,8,8,36.2,5.41645885286783,>30,<6 rpo,NZ,Away,After 1965
AB de Villiers,SA,Pace,14 Apr 2007,St George's,West Indies,2007,WorldCup,ICC,1,0,0,0,0,13,10,258,428,10,258,428,10,10,12,25.8,3.6168224299065423,<=30,<6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,15 Feb 2015,Hamilton,New Zealand,2015,WorldCup,ICC,1,0,0,0,0,11,9,424,368,8,424,368,8,9,10,53.0,6.913043478260869,>30,>=6 rpo,NZ,Away,After 1965
AB de Villiers,SA,Pace,16 Mar 2007,Basseterre,West Indies,2007,WorldCup,ICC,1,0,0,0,0,17,12,391,408,8,391,408,8,12,16,48.875,5.75,>30,<6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,17 Apr 2007,Bridgetown,West Indies,2007,WorldCup,ICC,1,0,0,0,0,15,10,275,392,11,275,392,11,10,14,25.0,4.209183673469388,<=30,<6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,18 Mar 2015,Sydney,Australia,2015,WorldCup,ICC,1,0,0,0,0,11,7,167,180,4,167,180,4,7,10,41.75,5.566666666666666,>30,<6 rpo,AUS,Away,After 1965
AB de Villiers,SA,Pace,20 Mar 2007,Basseterre,West Indies,2007,WorldCup,ICC,1,0,0,0,0,14,9,264,354,6,264,354,6,9,13,44.0,4.474576271186441,>30,<6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,22 Feb 2015,Melbourne,Australia,2015,WorldCup,ICC,1,0,0,0,0,11,7,313,324,8,313,324,8,7,10,39.125,5.796296296296296,>30,<6 rpo,AUS,Away,After 1965
AB de Villiers,SA,Pace,24 Feb 2011,Delhi,India,2011,WorldCup,ICC,1,0,0,0,0,10,7,211,267,5,211,267,5,7,9,42.2,4.741573033707866,>30,<6 rpo,IND,Away,Upto 2014
AB de Villiers,SA,Pace,24 Mar 2007,Basseterre,West Indies,2007,WorldCup,ICC,1,0,0,0,0,15,9,568,504,11,568,504,11,9,14,51.63636363636363,6.761904761904762,>30,>=6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,24 Mar 2015,Auckland,New Zealand,2015,WorldCup,ICC,1,1,21,18,0,9,9,437,371,9,416,353,9,8,8,46.22222222222222,7.070821529745042,>30,>=6 rpo,NZ,Away,After 1965
AB de Villiers,SA,Pace,25 Apr 2007,Gros Islet,West Indies,2007,WorldCup,ICC,1,0,0,0,0,15,10,269,392,12,269,392,12,10,14,22.416666666666668,4.11734693877551,<=30,<6 rpo,WI,Away,Upto 2014
AB de Villiers,SA,Pace,25 Mar 2011,Mirpur,Bangladesh,2011,WorldCup,ICC,1,0,0,0,0,8,5,177,234,10,177,234,10,5,7,17.7,4.538461538461538,<=30,<6 rpo,BAN,Away,Upto 2014
AB de Villiers,SA,Pace,27 Feb 2015,Sydney,Australia,2015,WorldCup,ICC,1,0,0,0,0,12,7,376,325,8,376,325,8,7,11,47.0,6.941538461538462,>30,>=6 rpo,AUS,Away,After 1965
AB de Villiers,SA,Pace,28 Mar 2007,Providence,West Indies,2007,WorldCup,ICC,1,0,0,0,0,12,8,294,407,13,294,407,13,8,11,22.615384615384617,4.334152334152334,<=30,<6 rpo,WI,Away,Upto 2014
